target_spot,strategy_value_points,pnl_rupees
22975.0,193.16831596209704,807.1905375363076
22980.0,193.0571324502289,799.963609264878
22985.0,192.94333195673516,792.5665771877857
22990.0,192.82693515003757,785.0007847524421
22995.0,192.7079636339713,777.2676362081347
23000.0,192.58643994152226,769.3685961989468
23005.0,192.46238752810586,761.3051893268812
23010.0,192.33583076419018,753.0789996723615
23015.0,192.20679492744603,744.6916702839917
23020.0,192.07530619434692,736.1449026325499
23025.0,191.9413916311787,727.4404560266157
23030.0,191.8050791845926,718.5801469985199
23035.0,191.6663976715763,709.5658486524599
23040.0,191.52537676890734,700.3994899789768
23045.0,191.38204700209826,691.083055136387
23050.0,191.23643973383514,681.6185826992842
23055.0,191.08858715188944,672.0081648728137
23060.0,190.93852225652427,662.2539466740773
23065.0,190.78627884747584,652.3581250859297
23070.0,190.63189151033112,642.3229481715225
23075.0,190.47539560254882,632.150714165673
23080.0,190.31682723894482,621.8437705314136
23085.0,190.15622327670826,611.4045129860369
23090.0,189.99362130003647,600.8353845023703
23095.0,189.82905960425705,590.1388742767085
23100.0,189.66257717954431,579.3175166703804
23105.0,189.49421369422816,568.3738901248307
23110.0,189.3240094777084,557.3106160510451
23115.0,189.15200550291593,546.1303576895352
23120.0,188.97824336843587,534.8358189483315
23125.0,188.80276528023933,523.4297432155563
23130.0,188.62561403304608,511.914912147995
23135.0,188.44683299137068,500.29414443909445
23140.0,188.26646607017028,488.5702945610683
23145.0,188.08455771523222,476.74625149009444
23150.0,187.90115288321613,464.8249374090483
23155.0,187.71629702139217,452.80930639049075
23160.0,187.53003604715377,440.70234306499515
23165.0,187.34241632714657,428.5070612645268
23170.0,187.15348465626448,416.2265026571913
23175.0,186.9632882363494,403.86373536271094
23180.0,186.77187465464522,391.4218525519391
23185.0,186.57929186207366,378.9039710347879
23190.0,186.38558815133183,366.313229836569
23195.0,186.19081213472236,353.65278875695367
23200.0,185.9950127219381,340.92582692597716
23205.0,185.79823909761217,328.1355413447909
23210.0,185.60054069872785,315.28514541731056
23215.0,185.40196719200503,302.37786748032704
23220.0,185.2025684510354,289.41694931730126
23225.0,185.00239453349604,276.4056446772429
23230.0,184.80149565814463,263.34721777940103
23235.0,184.59992218182924,250.24494181890077
23240.0,184.39772457649997,237.10209747249792
23245.0,184.1949534060841,223.92197139546624
23250.0,183.99165930346135,210.70785472498756
23255.0,183.78789294736998,197.46304157904888
23260.0,183.58370503940387,184.19082756125135
23265.0,183.37914628098224,170.89450826384564
23270.0,183.17426735042136,157.5773777773884
23275.0,182.9691188800607,144.24272720394583
23280.0,182.76375143348378,130.89384317644544
23285.0,182.55821548281347,117.5340063828753
23290.0,182.35256138616205,104.16649010053334
23295.0,182.14683936519032,90.79455873737061
23300.0,181.9410994828213,77.42146638338454
23305.0,181.73539162111774,64.05045537265323
23310.0,181.52976545932142,50.684754855892606
23315.0,181.32427045209806,37.327579386374055
23320.0,181.1189558080041,23.98212752026666
23325.0,180.91387046810814,10.65158042702933
23330.0,180.70906308493795,-2.6608994790331053
23335.0,180.50458200161847,-15.952169894799226
23340.0,180.30047523122812,-29.219109970172212
23345.0,180.09679043655524,-42.458621623909494
23350.0,179.89357491000192,-55.66763084987542
23355.0,179.69087555386614,-68.8430889987012
23360.0,179.48873886093497,-81.98197403922677
23365.0,179.28721089535065,-95.08129180220749
23370.0,179.08633727385677,-108.13807719930992
23375.0,178.886163147361,-121.14939542153479
23380.0,178.68673318289984,-134.1123431115102
23385.0,178.48809154586706,-147.02404951864082
23390.0,178.2902818827697,-159.8816776199692
23395.0,178.09334730423143,-172.68242522495711
23400.0,177.8973303684561,-185.42352605035376
23405.0,177.7022730651188,-198.10225076727875
23410.0,177.5082167996061,-210.71590802560422
23415.0,177.31520237772202,-223.26184544806893
23420.0,177.12326999084144,-235.73745059530665
23425.0,176.93245920143272,-248.14015190687314
23430.0,176.742808929097,-260.4674196086944
23435.0,176.55435743702583,-272.71676659332115
23440.0,176.36714231887527,-284.88574927310765
23445.0,176.1812004862404,-296.9719683943731
23450.0,175.99656815640446,-308.9730698337098
23455.0,175.8132808407472,-320.8867453514313
23460.0,175.6313733334846,-332.7107333235017
23465.0,175.4508797010003,-344.44281943498027
23470.0,175.27183327158673,-356.0808373468626
23475.0,175.09426662573787,-367.62266932703824
23480.0,174.91821158692983,-379.06624684956114
23485.0,174.74369921276866,-390.40955117003705
23490.0,174.57075978688954,-401.65061385217996
23495.0,174.39942281110325,-412.78751727828876
23500.0,174.22971699816662,-423.8183951191695
23505.0,174.06167026510684,-434.74143276805535
23510.0,173.8953097268768,-445.5548677530078
23515.0,173.7306616906826,-456.2569901056304
23520.0,173.56775165076306,-466.8461427004013
23525.0,173.4066042835857,-477.32072156692993
23530.0,173.24724344366405,-487.67917616183695
23535.0,173.08969215982688,-497.9200096112527
23540.0,172.93397263194493,-508.04177892357984
23545.0,172.7801062282315,-518.0430951649532
23550.0,172.62811348294508,-527.9226236085697
23555.0,172.4780140946932,-537.6790838449415
23560.0,172.3298269250763,-547.3112498700402
23565.0,172.18356999797288,-556.8179501317627
23570.0,172.0392604991721,-566.1980675538143
23575.0,171.89691477659017,-575.4505395216393
23580.0,171.75654834082252,-584.5743578465363
23585.0,171.61817586630514,-593.5685686901661
23590.0,171.48181119284163,-602.4322724652939
23595.0,171.3474673276187,-611.1646237047853
23600.0,171.21515644761075,-619.7648309053011
23605.0,171.08488990256592,-628.2321563332152
23610.0,170.95667821824645,-636.5659158139806
23615.0,170.83053110021592,-644.7654784859651
23620.0,170.70645743802197,-652.8302665285719
23625.0,170.5844653098029,-660.759754862811
23630.0,170.4645619872117,-668.5534708312389
23635.0,170.34675394086935,-676.2109938434924
23640.0,170.2310468461328,-683.7319550013672
23645.0,170.11744558924602,-691.1160366990089
23650.0,170.0059542738627,-698.3629721989246
23655.0,169.89657622795858,-705.4725451826926
23660.0,169.7893140110873,-712.4445892793256
23665.0,169.684169421982,-719.2789875711696
23670.0,169.58114350644428,-725.975672081122
23675.0,169.4802365656633,-732.5346232318861
23680.0,169.38144816478598,-738.9558692889113
23685.0,169.28477714176188,-745.2394857854779
23690.0,169.1902216165854,-751.3855949219487
23695.0,169.09777900071094,-757.3943649537887
23700.0,169.00744600686994,-763.2660095534538
23705.0,168.91921865903714,-769.0007871625858
23710.0,168.8330923027479,-774.5990003213865
23715.0,168.74906161559193,-780.0609949865247
23720.0,168.66712061801627,-785.3871598289425
23725.0,168.58726268427836,-790.5779255219068
23730.0,168.5094805537019,-795.6337640093761
23735.0,168.4337663420256,-800.5551877683365
23740.0,168.36011155308734,-805.3427490493232
23745.0,168.28850709060407,-809.9970391107354
23750.0,168.21894327006248,-814.5186874459387
23755.0,168.1514098310049,-818.9083609846807
23760.0,168.08589594917567,-823.1667633035818
23765.0,168.02239024907794,-827.2946338099337
23770.0,167.96088081643757,-831.2927469315582
23775.0,167.9013552109991,-835.1619112850585
23780.0,167.84380047922377,-838.9029688504547
23785.0,167.78820316729707,-842.5167941256905
23790.0,167.73454933407083,-846.0042932853958
23795.0,167.68282456417364,-849.3664033287132
23800.0,167.63301398114345,-852.6040912256758
23805.0,167.58510226069438,-855.718353054865
23810.0,167.5390736439299,-858.7102131445567
23815.0,167.49491195070777,-861.5807232039947
23820.0,167.45260059296515,-864.330961457265
23825.0,167.41212258812675,-866.9620317717613
23830.0,167.37346057244122,-869.4750627913209
23835.0,167.33659681442896,-871.8712070621177
23840.0,167.3015132282403,-874.1516401643798
23845.0,167.26819138708743,-876.3175598393173
23850.0,167.2366125365479,-878.3701851243859
23855.0,167.20675760792483,-880.3107554848862
23860.0,167.178607231564,-882.1405299483399
23865.0,167.15214175007532,-883.8607862451045
23870.0,167.12734123151586,-885.4728199514693
23875.0,167.10418548257985,-886.9779436323097
23880.0,167.082654061639,-888.3774859934647
23885.0,167.0627262916828,-889.6727910406184
23890.0,167.0443812733197,-890.8652172342204
23895.0,167.02759789750462,-891.9561366621997
23900.0,167.01235485831194,-892.9469342097241
23905.0,166.99863066553462,-893.8390067402497
23910.0,166.98640365716665,-894.6337622841679
23915.0,166.97565201181078,-895.3326192322993
23920.0,166.96635376091263,-895.9370055406794
23925.0,166.95848680092604,-896.4483579398075
23930.0,166.95202890529572,-896.8681211557782
23935.0,166.9469577362729,-897.197747142261
23940.0,166.9432508566988,-897.4386943145782
23945.0,166.9408857414869,-897.5924268033509
23950.0,166.9398397890768,-897.6604137100071
23955.0,166.94009033266343,-897.644128376877
23960.0,166.94161465122602,-897.5450476703088
23965.0,166.94438998054056,-897.3646512648634
23970.0,166.94839352378403,-897.1044209540378
23975.0,166.95360246219911,-896.7658399570576
23980.0,166.9599939654031,-896.3503922487985
23985.0,166.9675452016047,-895.859561895694
23990.0,166.97623334760578,-895.294832405624
23995.0,166.986035598615,-894.6576860900257
24000.0,166.99692917785706,-893.9496034392914
24005.0,167.00889134602266,-893.1720625085268
24010.0,167.02189941048232,-892.3265383186492
24015.0,167.0359307342767,-891.4145022720152
24020.0,167.05096274502853,-890.4374215731457
24025.0,167.06697294346282,-889.396758674917
24030.0,167.08393891190326,-888.2939707262881
24035.0,167.10183832242615,-887.1305090423004
24040.0,167.12064894489868,-885.9078185815861
24045.0,167.14034865473718,-884.6273374420832
24050.0,167.16091544052097,-883.2904963661372
24055.0,167.1823274113408,-881.8987182628484
24060.0,167.20456280395115,-880.4534177431754
24065.0,167.22759998975107,-878.9560006661804
24070.0,167.25141748147962,-877.4078637038247
24075.0,167.2759939397872,-875.8103939138311
24080.0,167.30130817949612,-874.1649683327523
24085.0,167.32733917575,-872.4729535762492
24090.0,167.35406606988226,-870.7357054576528
24095.0,167.38146817510278,-868.9545686183192
24100.0,167.40952498196293,-867.1308761724094
