trades,net_pnl,mean_pnl,win_rate_pct,profit_factor,trade_sharpe,ticker,bootstrap_mean,bootstrap_ci_low,bootstrap_ci_high
33,-11014.580999999764,-333.77518181817464,42.42424242424242,0.7768584202057031,-0.10415422298921914,NIFTY,-333.77518181817464,-1396.059585795448,747.9209568181878
28,-6227.263999999802,-222.40228571427863,39.285714285714285,0.8113244979859865,-0.0734854772115102,SENSEX,-222.40228571427863,-1345.0909812499915,874.4450937500067
