trades,total_net_pnl,roc_pct,win_rate_pct,max_drawdown,max_drawdown_pct,average_profit,average_loss,average_profit_to_abs_loss,expectancy_per_trade,profit_factor,trade_sharpe,skewness,ticker,capital_denominator,fixed_cost_per_cycle,mean_pnl_bootstrap,mean_pnl_bootstrap_ci_low,mean_pnl_bootstrap_ci_high,win_rate_bootstrap,win_rate_bootstrap_ci_low,win_rate_bootstrap_ci_high,first_entry,last_entry,positive_trades,negative_trades,zero_trades
33,-44822.58099999977,-29.881720666666517,36.36363636363637,-44857.282249999815,-30.648421290328077,1846.1068333333394,-3189.3268095238027,0.5788390289200187,-1358.2600303030233,0.3307651593828678,-0.4254935448363359,-0.17639445398298384,NIFTY,150000.0,160.0,-1358.2600303030233,-2421.7866132575705,-292.7560666666597,36.36363636363637,21.21212121212121,51.515151515151516,2025-10-01,2026-05-20,12,21,0
