trades,total_net_pnl,roc_pct,win_rate_pct,max_drawdown,max_drawdown_pct,average_profit,average_loss,average_profit_to_abs_loss,expectancy_per_trade,profit_factor,trade_sharpe,skewness,ticker,capital_denominator,fixed_cost_per_cycle,mean_pnl_bootstrap,mean_pnl_bootstrap_ci_low,mean_pnl_bootstrap_ci_high,win_rate_bootstrap,win_rate_bootstrap_ci_low,win_rate_bootstrap_ci_high,first_entry,last_entry,positive_trades,negative_trades,zero_trades
28,-33425.66399999988,-22.283775999999918,25.0,-41917.0389999999,-27.379362673537965,2093.823571428576,-2289.6394761904717,0.9144774071210127,-1193.77371428571,0.30482580237367085,-0.4001145229565493,0.07374685517958848,SENSEX,150000.0,160.0,-1193.77371428571,-2266.6093437499967,-97.37941517856716,25.0,10.714285714285714,42.857142857142854,2025-10-03,2026-05-22,7,21,0
