timestamp,trading_day,symbol,open,high,low,close,volume
2025-10-01 09:30:00+05:30,2025-10-01,NIFTY,24652.2,24663.0,24652.2,24659.95,0.0
2025-10-01 09:31:00+05:30,2025-10-01,NIFTY,24659.0,24661.85,24655.0,24655.2,0.0
2025-10-01 09:32:00+05:30,2025-10-01,NIFTY,24656.35,24658.75,24651.8,24654.35,0.0
2025-10-01 09:33:00+05:30,2025-10-01,NIFTY,24654.85,24663.35,24654.8,24663.2,0.0
2025-10-01 09:34:00+05:30,2025-10-01,NIFTY,24661.85,24666.35,24660.0,24663.65,0.0
2025-10-01 09:35:00+05:30,2025-10-01,NIFTY,24663.6,24668.45,24660.6,24660.75,0.0
2025-10-03 09:30:00+05:30,2025-10-03,NIFTY,24779.45,24779.75,24762.0,24762.0,0.0
2025-10-03 09:31:00+05:30,2025-10-03,NIFTY,24761.2,24768.15,24757.5,24766.6,0.0
2025-10-03 09:32:00+05:30,2025-10-03,NIFTY,24765.65,24783.7,24761.85,24783.65,0.0
2025-10-03 09:33:00+05:30,2025-10-03,NIFTY,24784.3,24787.65,24778.25,24785.75,0.0
2025-10-03 09:34:00+05:30,2025-10-03,NIFTY,24785.15,24785.6,24766.15,24766.15,0.0
2025-10-03 09:35:00+05:30,2025-10-03,NIFTY,24770.1,24773.25,24761.55,24763.05,0.0
2025-10-06 09:30:00+05:30,2025-10-06,NIFTY,24900.45,24900.45,24881.9,24888.1,0.0
2025-10-06 09:31:00+05:30,2025-10-06,NIFTY,24887.0,24904.0,24886.4,24903.55,0.0
2025-10-06 09:32:00+05:30,2025-10-06,NIFTY,24904.5,24908.95,24899.45,24902.75,0.0
2025-10-06 09:33:00+05:30,2025-10-06,NIFTY,24902.65,24914.35,24897.4,24908.5,0.0
2025-10-06 09:34:00+05:30,2025-10-06,NIFTY,24907.95,24911.5,24900.5,24910.8,0.0
2025-10-06 09:35:00+05:30,2025-10-06,NIFTY,24910.45,24913.4,24906.3,24913.4,0.0
2025-10-07 09:30:00+05:30,2025-10-07,NIFTY,25119.9,25124.2,25110.05,25111.65,0.0
2025-10-07 09:31:00+05:30,2025-10-07,NIFTY,25111.25,25119.8,25106.4,25119.25,0.0
