ticker,leg,side,option_type,expiry,strike,entry_date,exit_date,monthly_expiry,weekly_expiry,scheduled_entry_date,spot,atm_strike,spot_timestamp,entry_timestamp,entry_close,entry_volume,entry_oi,entry_source,exit_timestamp,exit_close,exit_volume,exit_oi,exit_source,entry_available,exit_available
NIFTY,L3,BUY,CE,2025-10-20,25250.0,2025-10-15,2025-10-20,2025-10-28,2025-10-20,2025-10-15,25262.25,25250.0,2025-10-15 09:30:00+05:30,2025-10-15 09:30:00+05:30,161.0,2322750.0,5160075.0,upstox_expired,2025-10-20 15:15:00+05:30,597.0,3075.0,539100.0,upstox_expired,True,True
NIFTY,L4,SELL,CE,2025-10-28,25150.0,2025-10-15,2025-10-20,2025-10-28,2025-10-20,2025-10-15,25262.25,25250.0,2025-10-15 09:30:00+05:30,2025-10-15 09:30:00+05:30,316.75,28350.0,320325.0,upstox_expired,2025-10-20 15:15:00+05:30,787.15,375.0,174975.0,upstox_expired,True,True
NIFTY,L1,BUY,PE,2025-10-28,25850.0,2025-10-20,2025-10-28,2025-10-28,2025-10-28,2025-10-22,25868.9,25850.0,2025-10-20 09:30:00+05:30,2025-10-20 09:30:00+05:30,124.05,70050.0,418125.0,upstox_expired,2025-10-28 15:15:00+05:30,0.15,3757050.0,12225075.0,upstox_expired,True,True
NIFTY,L2,SELL,PE,2025-10-28,25950.0,2025-10-20,2025-10-28,2025-10-28,2025-10-28,2025-10-22,25868.9,25850.0,2025-10-20 09:30:00+05:30,2025-10-20 09:30:00+05:30,168.7,20175.0,386100.0,upstox_expired,2025-10-28 15:15:00+05:30,11.25,13126875.0,11838225.0,upstox_expired,True,True
NIFTY,L3,BUY,CE,2025-10-28,25850.0,2025-10-20,2025-10-28,2025-10-28,2025-10-28,2025-10-22,25868.9,25850.0,2025-10-20 09:30:00+05:30,2025-10-20 09:30:00+05:30,192.05,122850.0,848550.0,upstox_expired,2025-10-28 15:15:00+05:30,90.3,1768350.0,7573575.0,upstox_expired,True,True
NIFTY,L4,SELL,CE,2025-10-28,25750.0,2025-10-20,2025-10-28,2025-10-28,2025-10-28,2025-10-22,25868.9,25850.0,2025-10-20 09:30:00+05:30,2025-10-20 09:30:00+05:30,257.95,15525.0,691725.0,upstox_expired,2025-10-28 15:15:00+05:30,190.1,127350.0,881925.0,upstox_expired,True,True
NIFTY,L1,BUY,PE,2025-11-25,26000.0,2025-10-29,2025-11-04,2025-11-25,2025-11-04,2025-10-29,26016.55,26000.0,2025-10-29 09:30:00+05:30,2025-10-29 09:30:00+05:30,231.1,29550.0,3612225.0,upstox_expired,2025-11-04 15:15:00+05:30,437.9,4275.0,4758675.0,upstox_expired,True,True
NIFTY,L2,SELL,PE,2025-11-04,26100.0,2025-10-29,2025-11-04,2025-11-25,2025-11-04,2025-10-29,26016.55,26000.0,2025-10-29 09:30:00+05:30,2025-10-29 09:30:00+05:30,160.05,447375.0,2605575.0,upstox_expired,2025-11-04 15:15:00+05:30,499.3,32250.0,697950.0,upstox_expired,True,True
NIFTY,L3,BUY,CE,2025-11-04,26000.0,2025-10-29,2025-11-04,2025-11-25,2025-11-04,2025-10-29,26016.55,26000.0,2025-10-29 09:30:00+05:30,2025-10-29 09:30:00+05:30,204.9,1788900.0,11442675.0,upstox_expired,2025-11-04 15:15:00+05:30,0.1,313275.0,13341150.0,upstox_expired,True,True
NIFTY,L4,SELL,CE,2025-11-25,25900.0,2025-10-29,2025-11-04,2025-11-25,2025-11-04,2025-10-29,26016.55,26000.0,2025-10-29 09:30:00+05:30,2025-10-29 09:30:00+05:30,488.55,4200.0,609675.0,upstox_expired,2025-11-04 15:15:00+05:30,191.9,6825.0,1424850.0,upstox_expired,True,True
NIFTY,L1,BUY,PE,2025-11-25,25700.0,2025-11-04,2025-11-11,2025-11-25,2025-11-11,2025-11-05,25708.1,25700.0,2025-11-04 09:30:00+05:30,2025-11-04 09:30:00+05:30,232.7,80850.0,1449975.0,upstox_expired,2025-11-11 15:15:00+05:30,173.3,32550.0,1801425.0,upstox_expired,True,True
NIFTY,L2,SELL,PE,2025-11-11,25800.0,2025-11-04,2025-11-11,2025-11-25,2025-11-11,2025-11-05,25708.1,25700.0,2025-11-04 09:30:00+05:30,2025-11-04 09:30:00+05:30,187.35,319650.0,2310000.0,upstox_expired,2025-11-11 15:15:00+05:30,107.5,288375.0,1527900.0,upstox_expired,True,True
NIFTY,L3,BUY,CE,2025-11-11,25700.0,2025-11-04,2025-11-11,2025-11-25,2025-11-11,2025-11-05,25708.1,25700.0,2025-11-04 09:30:00+05:30,2025-11-04 09:30:00+05:30,189.55,246375.0,1106925.0,upstox_expired,2025-11-11 15:15:00+05:30,0.3,15596325.0,46657575.0,upstox_expired,True,True
NIFTY,L4,SELL,CE,2025-11-25,25600.0,2025-11-04,2025-11-11,2025-11-25,2025-11-11,2025-11-05,25708.1,25700.0,2025-11-04 09:30:00+05:30,2025-11-04 09:30:00+05:30,421.0,2250.0,332475.0,upstox_expired,2025-11-11 15:15:00+05:30,344.0,11925.0,1562775.0,upstox_expired,True,True
NIFTY,L1,BUY,PE,2025-11-25,25800.0,2025-11-12,2025-11-18,2025-11-25,2025-11-18,2025-11-12,25790.25,25800.0,2025-11-12 09:30:00+05:30,2025-11-12 09:30:00+05:30,161.95,53700.0,2318400.0,upstox_expired,2025-11-18 15:15:00+05:30,96.35,272625.0,4983750.0,upstox_expired,True,True
NIFTY,L2,SELL,PE,2025-11-18,25900.0,2025-11-12,2025-11-18,2025-11-25,2025-11-18,2025-11-12,25790.25,25800.0,2025-11-12 09:30:00+05:30,2025-11-12 09:30:00+05:30,160.05,1084650.0,3742350.0,upstox_expired,2025-11-18 15:15:00+05:30,0.4,58540350.0,53284800.0,upstox_expired,True,True
NIFTY,L3,BUY,CE,2025-11-18,25800.0,2025-11-12,2025-11-18,2025-11-25,2025-11-18,2025-11-12,25790.25,25800.0,2025-11-12 09:30:00+05:30,2025-11-12 09:30:00+05:30,184.05,1011150.0,5848125.0,upstox_expired,2025-11-18 15:15:00+05:30,115.5,590100.0,2070150.0,upstox_expired,True,True
NIFTY,L4,SELL,CE,2025-11-25,25700.0,2025-11-12,2025-11-18,2025-11-25,2025-11-18,2025-11-12,25790.25,25800.0,2025-11-12 09:30:00+05:30,2025-11-12 09:30:00+05:30,345.0,39450.0,1750650.0,upstox_expired,2025-11-18 15:15:00+05:30,321.95,10500.0,1266525.0,upstox_expired,True,True
NIFTY,L1,BUY,PE,2025-11-25,25900.0,2025-11-19,2025-11-25,2025-11-25,2025-11-25,2025-11-19,25901.4,25900.0,2025-11-19 09:30:00+05:30,2025-11-19 09:30:00+05:30,130.5,2148375.0,11692050.0,upstox_expired,2025-11-25 15:15:00+05:30,14.7,8794200.0,23081775.0,upstox_expired,True,True
NIFTY,L2,SELL,PE,2025-11-25,26000.0,2025-11-19,2025-11-25,2025-11-25,2025-11-25,2025-11-19,25901.4,25900.0,2025-11-19 09:30:00+05:30,2025-11-19 09:30:00+05:30,180.05,790275.0,11231250.0,upstox_expired,2025-11-25 15:15:00+05:30,113.95,657900.0,10864050.0,upstox_expired,True,True
NIFTY,L3,BUY,CE,2025-11-25,25900.0,2025-11-19,2025-11-25,2025-11-25,2025-11-25,2025-11-19,25901.4,25900.0,2025-11-19 09:30:00+05:30,2025-11-19 09:30:00+05:30,167.95,1399125.0,8947875.0,upstox_expired,2025-11-25 15:15:00+05:30,0.35,10308825.0,38449650.0,upstox_expired,True,True
NIFTY,L4,SELL,CE,2025-11-25,25800.0,2025-11-19,2025-11-25,2025-11-25,2025-11-25,2025-11-19,25901.4,25900.0,2025-11-19 09:30:00+05:30,2025-11-19 09:30:00+05:30,229.2,246900.0,3351900.0,upstox_expired,2025-11-25 15:15:00+05:30,85.9,584100.0,3416325.0,upstox_expired,True,True
NIFTY,L1,BUY,PE,2025-12-30,26000.0,2025-11-26,2025-12-02,2025-12-30,2025-12-02,2025-11-26,25991.5,26000.0,2025-11-26 09:30:00+05:30,,,,,,,,,,,False,False
NIFTY,L2,SELL,PE,2025-12-02,26100.0,2025-11-26,2025-12-02,2025-12-30,2025-12-02,2025-11-26,25991.5,26000.0,2025-11-26 09:30:00+05:30,2025-11-26 09:30:00+05:30,162.8,198825.0,2687775.0,upstox_expired,2025-12-02 15:15:00+05:30,73.5,2432775.0,7601175.0,upstox_expired,True,True
NIFTY,L3,BUY,CE,2025-12-02,26000.0,2025-11-26,2025-12-02,2025-12-30,2025-12-02,2025-11-26,25991.5,26000.0,2025-11-26 09:30:00+05:30,2025-11-26 09:30:00+05:30,155.25,1623075.0,11093550.0,upstox_expired,2025-12-02 15:15:00+05:30,26.4,8678475.0,20996250.0,upstox_expired,True,True
NIFTY,L4,SELL,CE,2025-12-30,25900.0,2025-11-26,2025-12-02,2025-12-30,2025-12-02,2025-11-26,25991.5,26000.0,2025-11-26 09:30:00+05:30,2025-11-26 09:30:00+05:30,490.0,4350.0,444825.0,upstox_expired,2025-12-02 15:15:00+05:30,481.75,300.0,371250.0,upstox_expired,True,True
NIFTY,L1,BUY,PE,2025-12-30,25950.0,2025-12-03,2025-12-09,2025-12-30,2025-12-09,2025-12-03,25966.4,25950.0,2025-12-03 09:30:00+05:30,2025-12-03 09:30:00+05:30,212.0,4725.0,136800.0,upstox_expired,2025-12-09 15:15:00+05:30,230.35,2925.0,340725.0,upstox_expired,True,True
NIFTY,L2,SELL,PE,2025-12-09,26050.0,2025-12-03,2025-12-09,2025-12-30,2025-12-09,2025-12-03,25966.4,25950.0,2025-12-03 09:30:00+05:30,2025-12-03 09:30:00+05:30,156.05,533100.0,2705400.0,upstox_expired,2025-12-09 15:15:00+05:30,212.25,67800.0,787275.0,upstox_expired,True,True
NIFTY,L3,BUY,CE,2025-12-09,25950.0,2025-12-03,2025-12-09,2025-12-30,2025-12-09,2025-12-03,25966.4,25950.0,2025-12-03 09:30:00+05:30,2025-12-03 09:30:00+05:30,167.8,476250.0,938025.0,upstox_expired,2025-12-09 15:15:00+05:30,0.1,884550.0,9769725.0,upstox_expired,True,True
NIFTY,L4,SELL,CE,2025-12-30,25850.0,2025-12-03,2025-12-09,2025-12-30,2025-12-09,2025-12-03,25966.4,25950.0,2025-12-03 09:30:00+05:30,2025-12-03 09:30:00+05:30,446.0,375.0,36525.0,upstox_expired,2025-12-09 15:15:00+05:30,304.39,600.0,124725.0,upstox_expired,True,True
NIFTY,L1,BUY,PE,2025-12-30,25900.0,2025-12-10,2025-12-16,2025-12-30,2025-12-16,2025-12-10,25898.7,25900.0,2025-12-10 09:30:00+05:30,2025-12-10 09:30:00+05:30,191.6,28950.0,1430100.0,upstox_expired,2025-12-16 15:15:00+05:30,160.4,19350.0,2418900.0,upstox_expired,True,True
NIFTY,L2,SELL,PE,2025-12-16,26000.0,2025-12-10,2025-12-16,2025-12-30,2025-12-16,2025-12-10,25898.7,25900.0,2025-12-10 09:30:00+05:30,2025-12-10 09:30:00+05:30,169.65,401850.0,5093700.0,upstox_expired,2025-12-16 15:15:00+05:30,134.75,378825.0,4872675.0,upstox_expired,True,True
NIFTY,L3,BUY,CE,2025-12-16,25900.0,2025-12-10,2025-12-16,2025-12-30,2025-12-16,2025-12-10,25898.7,25900.0,2025-12-10 09:30:00+05:30,2025-12-10 09:30:00+05:30,144.0,3492900.0,9276150.0,upstox_expired,2025-12-16 15:15:00+05:30,0.05,3537750.0,46852575.0,upstox_expired,True,True
NIFTY,L4,SELL,CE,2025-12-30,25800.0,2025-12-10,2025-12-16,2025-12-30,2025-12-16,2025-12-10,25898.7,25900.0,2025-12-10 09:30:00+05:30,2025-12-10 09:30:00+05:30,356.35,50775.0,868350.0,upstox_expired,2025-12-16 15:15:00+05:30,270.95,7200.0,997275.0,upstox_expired,True,True
NIFTY,L1,BUY,PE,2025-12-30,25900.0,2025-12-17,2025-12-23,2025-12-30,2025-12-23,2025-12-17,25898.2,25900.0,2025-12-17 09:30:00+05:30,2025-12-17 09:30:00+05:30,146.4,80025.0,2367600.0,upstox_expired,2025-12-23 15:15:00+05:30,24.55,178800.0,4317600.0,upstox_expired,True,True
NIFTY,L2,SELL,PE,2025-12-23,26000.0,2025-12-17,2025-12-23,2025-12-30,2025-12-23,2025-12-17,25898.2,25900.0,2025-12-17 09:30:00+05:30,2025-12-17 09:30:00+05:30,156.8,930225.0,4905750.0,upstox_expired,2025-12-23 15:15:00+05:30,0.05,466200.0,11277900.0,upstox_expired,True,True
NIFTY,L3,BUY,CE,2025-12-23,25900.0,2025-12-17,2025-12-23,2025-12-30,2025-12-23,2025-12-17,25898.2,25900.0,2025-12-17 09:30:00+05:30,2025-12-17 09:30:00+05:30,143.9,1894200.0,8178600.0,upstox_expired,2025-12-23 15:15:00+05:30,278.0,14700.0,1311825.0,upstox_expired,True,True
NIFTY,L4,SELL,CE,2025-12-30,25800.0,2025-12-17,2025-12-23,2025-12-30,2025-12-23,2025-12-17,25898.2,25900.0,2025-12-17 09:30:00+05:30,2025-12-17 09:30:00+05:30,285.55,12450.0,976125.0,upstox_expired,2025-12-23 15:15:00+05:30,421.95,8400.0,1196775.0,upstox_expired,True,True
NIFTY,L1,BUY,PE,2025-12-30,26200.0,2025-12-24,2025-12-30,2025-12-30,2025-12-30,2025-12-24,26217.55,26200.0,2025-12-24 09:30:00+05:30,2025-12-24 09:30:00+05:30,82.5,1221525.0,12900675.0,upstox_expired,2025-12-30 15:15:00+05:30,262.2,15600.0,2167350.0,upstox_expired,True,True
NIFTY,L2,SELL,PE,2025-12-30,26300.0,2025-12-24,2025-12-30,2025-12-30,2025-12-30,2025-12-24,26217.55,26200.0,2025-12-24 09:30:00+05:30,2025-12-24 09:30:00+05:30,131.0,354225.0,3841125.0,upstox_expired,2025-12-30 15:15:00+05:30,362.1,1950.0,910800.0,upstox_expired,True,True
NIFTY,L3,BUY,CE,2025-12-30,26200.0,2025-12-24,2025-12-30,2025-12-30,2025-12-30,2025-12-24,26217.55,26200.0,2025-12-24 09:30:00+05:30,2025-12-24 09:30:00+05:30,126.6,1494600.0,10980900.0,upstox_expired,2025-12-30 15:15:00+05:30,0.1,225825.0,11967150.0,upstox_expired,True,True
NIFTY,L4,SELL,CE,2025-12-30,26100.0,2025-12-24,2025-12-30,2025-12-30,2025-12-30,2025-12-24,26217.55,26200.0,2025-12-24 09:30:00+05:30,2025-12-24 09:30:00+05:30,193.5,348825.0,4020450.0,upstox_expired,2025-12-30 15:15:00+05:30,0.1,469875.0,14323725.0,upstox_expired,True,True
NIFTY,L1,BUY,PE,2026-01-27,26000.0,2025-12-31,2026-01-06,2026-01-27,2026-01-06,2025-12-31,26012.45,26000.0,2025-12-31 09:30:00+05:30,2025-12-31 09:30:00+05:30,174.6,37505.0,5926765.0,upstox_expired,2026-01-06 15:15:00+05:30,107.85,13325.0,6447025.0,upstox_expired,True,True
NIFTY,L2,SELL,PE,2026-01-06,26100.0,2025-12-31,2026-01-06,2026-01-27,2026-01-06,2025-12-31,26012.45,26000.0,2025-12-31 09:30:00+05:30,2025-12-31 09:30:00+05:30,123.85,418925.0,3583645.0,upstox_expired,2026-01-06 15:15:00+05:30,0.1,1527500.0,20518355.0,upstox_expired,True,True
NIFTY,L3,BUY,CE,2026-01-06,26000.0,2025-12-31,2026-01-06,2026-01-27,2026-01-06,2025-12-31,26012.45,26000.0,2025-12-31 09:30:00+05:30,2025-12-31 09:30:00+05:30,141.44,2289755.0,11840725.0,upstox_expired,2026-01-06 15:15:00+05:30,172.3,163995.0,2251145.0,upstox_expired,True,True
NIFTY,L4,SELL,CE,2026-01-27,25900.0,2025-12-31,2026-01-06,2026-01-27,2026-01-06,2025-12-31,26012.45,26000.0,2025-12-31 09:30:00+05:30,2025-12-31 09:30:00+05:30,422.85,6175.0,502450.0,upstox_expired,2026-01-06 15:15:00+05:30,465.45,1365.0,251745.0,upstox_expired,True,True
NIFTY,L1,BUY,PE,2026-01-27,26150.0,2026-01-07,2026-01-13,2026-01-27,2026-01-13,2026-01-07,26128.95,26150.0,2026-01-07 09:30:00+05:30,2026-01-07 09:30:00+05:30,175.45,5265.0,265005.0,upstox_expired,2026-01-13 15:15:00+05:30,416.05,0.0,189085.0,upstox_expired,True,True
NIFTY,L2,SELL,PE,2026-01-13,26250.0,2026-01-07,2026-01-13,2026-01-27,2026-01-13,2026-01-07,26128.95,26150.0,2026-01-07 09:30:00+05:30,2026-01-07 09:30:00+05:30,159.44,231595.0,1779505.0,upstox_expired,2026-01-13 15:15:00+05:30,507.2,1625.0,140270.0,upstox_expired,True,True
NIFTY,L3,BUY,CE,2026-01-13,26150.0,2026-01-07,2026-01-13,2026-01-27,2026-01-13,2026-01-07,26128.95,26150.0,2026-01-07 09:30:00+05:30,2026-01-07 09:30:00+05:30,108.4,1110525.0,5107960.0,upstox_expired,2026-01-13 15:15:00+05:30,0.1,311285.0,5051475.0,upstox_expired,True,True
NIFTY,L4,SELL,CE,2026-01-27,26050.0,2026-01-07,2026-01-13,2026-01-27,2026-01-13,2026-01-07,26128.95,26150.0,2026-01-07 09:30:00+05:30,2026-01-07 09:30:00+05:30,318.35,195.0,60320.0,upstox_expired,2026-01-13 15:15:00+05:30,93.25,9880.0,324545.0,upstox_expired,True,True
NIFTY,L1,BUY,PE,2026-01-27,25750.0,2026-01-14,2026-01-20,2026-01-27,2026-01-20,2026-01-14,25744.95,25750.0,2026-01-14 09:30:00+05:30,2026-01-14 09:30:00+05:30,167.85,9295.0,374010.0,upstox_expired,2026-01-20 15:15:00+05:30,508.4,5460.0,329875.0,upstox_expired,True,True
NIFTY,L2,SELL,PE,2026-01-20,25850.0,2026-01-14,2026-01-20,2026-01-27,2026-01-20,2026-01-14,25744.95,25750.0,2026-01-14 09:30:00+05:30,2026-01-14 09:30:00+05:30,181.55,109460.0,946140.0,upstox_expired,2026-01-20 15:15:00+05:30,605.65,7605.0,364195.0,upstox_expired,True,True
NIFTY,L3,BUY,CE,2026-01-20,25750.0,2026-01-14,2026-01-20,2026-01-27,2026-01-20,2026-01-14,25744.95,25750.0,2026-01-14 09:30:00+05:30,2026-01-14 09:30:00+05:30,139.85,1229215.0,3931720.0,upstox_expired,2026-01-20 15:15:00+05:30,0.15,578760.0,4902755.0,upstox_expired,True,True
NIFTY,L4,SELL,CE,2026-01-27,25650.0,2026-01-14,2026-01-20,2026-01-27,2026-01-20,2026-01-14,25744.95,25750.0,2026-01-14 09:30:00+05:30,2026-01-14 09:30:00+05:30,278.45,4940.0,175435.0,upstox_expired,2026-01-20 15:15:00+05:30,37.15,103870.0,1852890.0,upstox_expired,True,True
NIFTY,L1,BUY,PE,2026-01-27,25250.0,2026-01-21,2026-01-27,2026-01-27,2026-01-27,2026-01-21,25231.8,25250.0,2026-01-21 09:30:00+05:30,2026-01-21 09:30:00+05:30,131.9,1105000.0,5124470.0,upstox_expired,2026-01-27 15:15:00+05:30,80.25,684840.0,1897025.0,upstox_expired,True,True
NIFTY,L2,SELL,PE,2026-01-27,25350.0,2026-01-21,2026-01-27,2026-01-27,2026-01-27,2026-01-21,25231.8,25250.0,2026-01-21 09:30:00+05:30,2026-01-21 09:30:00+05:30,178.1,220090.0,1664845.0,upstox_expired,2026-01-27 15:15:00+05:30,180.1,45370.0,645775.0,upstox_expired,True,True
NIFTY,L3,BUY,CE,2026-01-27,25250.0,2026-01-21,2026-01-27,2026-01-27,2026-01-27,2026-01-21,25231.8,25250.0,2026-01-21 09:30:00+05:30,2026-01-21 09:30:00+05:30,177.2,782600.0,3029195.0,upstox_expired,2026-01-27 15:15:00+05:30,0.3,2132130.0,13783055.0,upstox_expired,True,True
NIFTY,L4,SELL,CE,2026-01-27,25150.0,2026-01-21,2026-01-27,2026-01-27,2026-01-27,2026-01-21,25231.8,25250.0,2026-01-21 09:30:00+05:30,2026-01-21 09:30:00+05:30,241.7,192660.0,831025.0,upstox_expired,2026-01-27 15:15:00+05:30,21.5,12087335.0,17198805.0,upstox_expired,True,True
NIFTY,L1,BUY,PE,2026-02-24,25350.0,2026-01-28,2026-02-03,2026-02-24,2026-02-03,2026-01-28,25348.75,25350.0,2026-01-28 09:30:00+05:30,2026-01-28 09:30:00+05:30,322.75,4030.0,109525.0,upstox_expired,2026-02-03 15:15:00+05:30,119.35,520.0,105300.0,upstox_expired,True,True
NIFTY,L2,SELL,PE,2026-02-03,25450.0,2026-01-28,2026-02-03,2026-02-24,2026-02-03,2026-01-28,25348.75,25350.0,2026-01-28 09:30:00+05:30,2026-01-28 09:30:00+05:30,269.0,82030.0,306215.0,upstox_expired,2026-02-03 15:15:00+05:30,0.15,458380.0,3367325.0,upstox_expired,True,True
NIFTY,L3,BUY,CE,2026-02-03,25350.0,2026-01-28,2026-02-03,2026-02-24,2026-02-03,2026-01-28,25348.75,25350.0,2026-01-28 09:30:00+05:30,2026-01-28 09:30:00+05:30,257.65,789880.0,2533310.0,upstox_expired,2026-02-03 15:15:00+05:30,381.65,36660.0,1041300.0,upstox_expired,True,True
NIFTY,L4,SELL,CE,2026-02-24,25250.0,2026-01-28,2026-02-03,2026-02-24,2026-02-03,2026-01-28,25348.75,25350.0,2026-01-28 09:30:00+05:30,2026-01-28 09:30:00+05:30,513.4,130.0,44135.0,upstox_expired,2026-02-03 15:15:00+05:30,659.1,325.0,49465.0,upstox_expired,True,True
NIFTY,L1,BUY,PE,2026-02-24,25750.0,2026-02-04,2026-02-10,2026-02-24,2026-02-10,2026-02-04,25764.7,25750.0,2026-02-04 09:30:00+05:30,2026-02-04 09:30:00+05:30,246.1,7995.0,184925.0,upstox_expired,2026-02-10 15:15:00+05:30,108.0,4290.0,237770.0,upstox_expired,True,True
NIFTY,L2,SELL,PE,2026-02-10,25850.0,2026-02-04,2026-02-10,2026-02-24,2026-02-10,2026-02-04,25764.7,25750.0,2026-02-04 09:30:00+05:30,2026-02-04 09:30:00+05:30,219.2,100035.0,824720.0,upstox_expired,2026-02-10 15:15:00+05:30,0.05,1490580.0,13491920.0,upstox_expired,True,True
NIFTY,L3,BUY,CE,2026-02-10,25750.0,2026-02-04,2026-02-10,2026-02-24,2026-02-10,2026-02-04,25764.7,25750.0,2026-02-04 09:30:00+05:30,2026-02-04 09:30:00+05:30,190.15,747500.0,3157570.0,upstox_expired,2026-02-10 15:15:00+05:30,187.25,108550.0,723970.0,upstox_expired,True,True
NIFTY,L4,SELL,CE,2026-02-24,25650.0,2026-02-04,2026-02-10,2026-02-24,2026-02-10,2026-02-04,25764.7,25750.0,2026-02-04 09:30:00+05:30,2026-02-04 09:30:00+05:30,382.95,130.0,91520.0,upstox_expired,2026-02-10 15:15:00+05:30,420.0,260.0,132275.0,upstox_expired,True,True
NIFTY,L1,BUY,PE,2026-02-24,26000.0,2026-02-11,2026-02-17,2026-02-24,2026-02-17,2026-02-11,25977.2,26000.0,2026-02-11 09:30:00+05:30,2026-02-11 09:30:00+05:30,164.15,58175.0,4068675.0,upstox_expired,2026-02-17 15:15:00+05:30,310.5,3965.0,2852330.0,upstox_expired,True,True
NIFTY,L2,SELL,PE,2026-02-17,26100.0,2026-02-11,2026-02-17,2026-02-24,2026-02-17,2026-02-11,25977.2,26000.0,2026-02-11 09:30:00+05:30,2026-02-11 09:30:00+05:30,168.3,268970.0,2049645.0,upstox_expired,2026-02-17 15:15:00+05:30,374.1,15470.0,256815.0,upstox_expired,True,True
NIFTY,L3,BUY,CE,2026-02-17,26000.0,2026-02-11,2026-02-17,2026-02-24,2026-02-17,2026-02-11,25977.2,26000.0,2026-02-11 09:30:00+05:30,2026-02-11 09:30:00+05:30,130.0,1543295.0,11786450.0,upstox_expired,2026-02-17 15:15:00+05:30,0.1,851695.0,12711920.0,upstox_expired,True,True
NIFTY,L4,SELL,CE,2026-02-24,25900.0,2026-02-11,2026-02-17,2026-02-24,2026-02-17,2026-02-11,25977.2,26000.0,2026-02-11 09:30:00+05:30,2026-02-11 09:30:00+05:30,272.55,16055.0,1379690.0,upstox_expired,2026-02-17 15:15:00+05:30,85.1,95420.0,3611270.0,upstox_expired,True,True
