ticker,entry_date,weekly_expiry,monthly_expiry,slippage_pct,fixed_cost_per_cycle,gross_pnl,net_pnl,raw_close_pnl_no_slippage
NIFTY,2025-12-31,2026-01-06,2026-01-27,0.0,320.0,2941.9000000000037,2621.9000000000037,2941.9000000000037
NIFTY,2025-12-31,2026-01-06,2026-01-27,0.25,0.0,2680.5285000000076,2680.5285000000076,2941.9000000000037
NIFTY,2025-12-31,2026-01-06,2026-01-27,0.25,80.0,2680.5285000000076,2600.5285000000076,2941.9000000000037
NIFTY,2025-12-31,2026-01-06,2026-01-27,0.25,160.0,2680.5285000000076,2520.5285000000076,2941.9000000000037
NIFTY,2025-12-31,2026-01-06,2026-01-27,0.25,240.0,2680.5285000000076,2440.5285000000076,2941.9000000000037
NIFTY,2025-12-31,2026-01-06,2026-01-27,0.25,320.0,2680.5285000000076,2360.5285000000076,2941.9000000000037
NIFTY,2025-12-31,2026-01-06,2026-01-27,0.5,0.0,2419.157000000008,2419.157000000008,2941.9000000000037
NIFTY,2025-12-31,2026-01-06,2026-01-27,0.5,80.0,2419.157000000008,2339.157000000008,2941.9000000000037
NIFTY,2025-12-31,2026-01-06,2026-01-27,0.5,160.0,2419.157000000008,2259.157000000008,2941.9000000000037
NIFTY,2025-12-31,2026-01-06,2026-01-27,0.5,240.0,2419.157000000008,2179.157000000008,2941.9000000000037
NIFTY,2025-12-31,2026-01-06,2026-01-27,0.5,320.0,2419.157000000008,2099.157000000008,2941.9000000000037
NIFTY,2025-12-31,2026-01-06,2026-01-27,0.75,0.0,2157.7855000000045,2157.7855000000045,2941.9000000000037
NIFTY,2025-12-31,2026-01-06,2026-01-27,0.75,80.0,2157.7855000000045,2077.7855000000045,2941.9000000000037
NIFTY,2025-12-31,2026-01-06,2026-01-27,0.75,160.0,2157.7855000000045,1997.7855000000045,2941.9000000000037
NIFTY,2025-12-31,2026-01-06,2026-01-27,0.75,240.0,2157.7855000000045,1917.7855000000045,2941.9000000000037
NIFTY,2025-12-31,2026-01-06,2026-01-27,0.75,320.0,2157.7855000000045,1837.7855000000045,2941.9000000000037
NIFTY,2025-12-31,2026-01-06,2026-01-27,1.0,0.0,1896.4140000000025,1896.4140000000025,2941.9000000000037
NIFTY,2025-12-31,2026-01-06,2026-01-27,1.0,80.0,1896.4140000000025,1816.4140000000025,2941.9000000000037
NIFTY,2025-12-31,2026-01-06,2026-01-27,1.0,160.0,1896.4140000000025,1736.4140000000025,2941.9000000000037
NIFTY,2025-12-31,2026-01-06,2026-01-27,1.0,240.0,1896.4140000000025,1656.4140000000025,2941.9000000000037
NIFTY,2025-12-31,2026-01-06,2026-01-27,1.0,320.0,1896.4140000000025,1576.4140000000025,2941.9000000000037
NIFTY,2026-01-07,2026-01-13,2026-01-27,0.0,0.0,626.600000000004,626.600000000004,626.600000000004
NIFTY,2026-01-07,2026-01-13,2026-01-27,0.0,80.0,626.600000000004,546.600000000004,626.600000000004
NIFTY,2026-01-07,2026-01-13,2026-01-27,0.0,160.0,626.600000000004,466.600000000004,626.600000000004
NIFTY,2026-01-07,2026-01-13,2026-01-27,0.0,240.0,626.600000000004,386.600000000004,626.600000000004
NIFTY,2026-01-07,2026-01-13,2026-01-27,0.0,320.0,626.600000000004,306.600000000004,626.600000000004
NIFTY,2026-01-07,2026-01-13,2026-01-27,0.25,0.0,337.6360000000095,337.6360000000095,626.600000000004
NIFTY,2026-01-07,2026-01-13,2026-01-27,0.25,80.0,337.6360000000095,257.6360000000095,626.600000000004
NIFTY,2026-01-07,2026-01-13,2026-01-27,0.25,160.0,337.6360000000095,177.63600000000952,626.600000000004
NIFTY,2026-01-07,2026-01-13,2026-01-27,0.25,240.0,337.6360000000095,97.63600000000952,626.600000000004
NIFTY,2026-01-07,2026-01-13,2026-01-27,0.25,320.0,337.6360000000095,17.636000000009517,626.600000000004
NIFTY,2026-01-07,2026-01-13,2026-01-27,0.5,0.0,48.67200000001321,48.67200000001321,626.600000000004
NIFTY,2026-01-07,2026-01-13,2026-01-27,0.5,80.0,48.67200000001321,-31.327999999986787,626.600000000004
NIFTY,2026-01-07,2026-01-13,2026-01-27,0.5,160.0,48.67200000001321,-111.32799999998679,626.600000000004
NIFTY,2026-01-07,2026-01-13,2026-01-27,0.5,240.0,48.67200000001321,-191.3279999999868,626.600000000004
NIFTY,2026-01-07,2026-01-13,2026-01-27,0.5,320.0,48.67200000001321,-271.3279999999868,626.600000000004
NIFTY,2026-01-07,2026-01-13,2026-01-27,0.75,0.0,-240.29199999999582,-240.29199999999582,626.600000000004
NIFTY,2026-01-07,2026-01-13,2026-01-27,0.75,80.0,-240.29199999999582,-320.2919999999958,626.600000000004
NIFTY,2026-01-07,2026-01-13,2026-01-27,0.75,160.0,-240.29199999999582,-400.2919999999958,626.600000000004
NIFTY,2026-01-07,2026-01-13,2026-01-27,0.75,240.0,-240.29199999999582,-480.2919999999958,626.600000000004
NIFTY,2026-01-07,2026-01-13,2026-01-27,0.75,320.0,-240.29199999999582,-560.2919999999958,626.600000000004
NIFTY,2026-01-07,2026-01-13,2026-01-27,1.0,0.0,-529.2560000000012,-529.2560000000012,626.600000000004
NIFTY,2026-01-07,2026-01-13,2026-01-27,1.0,80.0,-529.2560000000012,-609.2560000000012,626.600000000004
NIFTY,2026-01-07,2026-01-13,2026-01-27,1.0,160.0,-529.2560000000012,-689.2560000000012,626.600000000004
NIFTY,2026-01-07,2026-01-13,2026-01-27,1.0,240.0,-529.2560000000012,-769.2560000000012,626.600000000004
NIFTY,2026-01-07,2026-01-13,2026-01-27,1.0,320.0,-529.2560000000012,-849.2560000000012,626.600000000004
NIFTY,2026-01-14,2026-01-20,2026-01-27,0.0,0.0,1173.2499999999982,1173.2499999999982,1173.2499999999982
NIFTY,2026-01-14,2026-01-20,2026-01-27,0.0,80.0,1173.2499999999982,1093.2499999999982,1173.2499999999982
NIFTY,2026-01-14,2026-01-20,2026-01-27,0.0,160.0,1173.2499999999982,1013.2499999999982,1173.2499999999982
NIFTY,2026-01-14,2026-01-20,2026-01-27,0.0,240.0,1173.2499999999982,933.2499999999982,1173.2499999999982
NIFTY,2026-01-14,2026-01-20,2026-01-27,0.0,320.0,1173.2499999999982,853.2499999999982,1173.2499999999982
