trades,net_pnl,roc_pct,win_rate_pct,expectancy,max_drawdown,max_drawdown_pct,avg_win,avg_loss,ticker,strategy_id,target_cached_cycles,complete_cycles,sample_start,sample_end
33,-11014.580999999765,-7.343053999999843,42.42424242424242,-333.7751818181747,-32805.09724999982,-19.09598851327732,2739.058571428578,-2597.9684736842037,NIFTY,current_uploaded_screenshot,34,33,2025-10-01,2026-05-27
28,-6227.2639999998055,-4.151509333333204,39.285714285714285,-222.40228571427878,-18786.884999999922,-11.556919783911102,2434.3536363636426,-1941.4796470588165,SENSEX,current_uploaded_screenshot,32,28,2025-10-01,2026-05-27
