ticker,scheduled_entry_date,entry_date,spot_available,skip_reason,spot,spot_timestamp,pe_atm,ce_atm
NIFTY,2025-10-01,2025-10-01,True,,24659.95,2025-10-01 09:30:00+05:30,24650.0,24700.0
NIFTY,2025-10-08,2025-10-08,True,,25167.6,2025-10-08 09:30:00+05:30,25150.0,25200.0
NIFTY,2025-10-15,2025-10-15,True,,25262.25,2025-10-15 09:30:00+05:30,25250.0,25300.0
NIFTY,2025-10-22,2025-10-20,True,,25868.9,2025-10-20 09:30:00+05:30,25850.0,25900.0
NIFTY,2025-10-29,2025-10-29,True,,26016.55,2025-10-29 09:30:00+05:30,26000.0,26050.0
NIFTY,2025-11-05,2025-11-04,True,,25708.1,2025-11-04 09:30:00+05:30,25700.0,25750.0
NIFTY,2025-11-12,2025-11-12,True,,25790.25,2025-11-12 09:30:00+05:30,25750.0,25800.0
NIFTY,2025-11-19,2025-11-19,True,,25901.4,2025-11-19 09:30:00+05:30,25900.0,25950.0
NIFTY,2025-11-26,2025-11-26,True,,25991.5,2025-11-26 09:30:00+05:30,25950.0,26000.0
NIFTY,2025-12-03,2025-12-03,True,,25966.4,2025-12-03 09:30:00+05:30,25950.0,26000.0
NIFTY,2025-12-10,2025-12-10,True,,25898.7,2025-12-10 09:30:00+05:30,25850.0,25900.0
NIFTY,2025-12-17,2025-12-17,True,,25898.2,2025-12-17 09:30:00+05:30,25850.0,25900.0
NIFTY,2025-12-24,2025-12-24,True,,26217.55,2025-12-24 09:30:00+05:30,26200.0,26250.0
NIFTY,2025-12-31,2025-12-31,True,,26012.45,2025-12-31 09:30:00+05:30,26000.0,26050.0
NIFTY,2026-01-07,2026-01-07,True,,26128.95,2026-01-07 09:30:00+05:30,26100.0,26150.0
NIFTY,2026-01-14,2026-01-14,True,,25744.95,2026-01-14 09:30:00+05:30,25700.0,25750.0
NIFTY,2026-01-21,2026-01-21,True,,25231.8,2026-01-21 09:30:00+05:30,25200.0,25250.0
NIFTY,2026-01-28,2026-01-28,True,,25348.75,2026-01-28 09:30:00+05:30,25300.0,25350.0
NIFTY,2026-02-04,2026-02-04,True,,25764.7,2026-02-04 09:30:00+05:30,25750.0,25800.0
NIFTY,2026-02-11,2026-02-11,True,,25977.2,2026-02-11 09:30:00+05:30,25950.0,26000.0
NIFTY,2026-02-18,2026-02-18,True,,25723.65,2026-02-18 09:30:00+05:30,25700.0,25750.0
NIFTY,2026-02-25,2026-02-25,True,,25578.3,2026-02-25 09:30:00+05:30,25550.0,25600.0
NIFTY,2026-03-04,2026-03-04,True,,24353.55,2026-03-04 09:30:00+05:30,24350.0,24400.0
NIFTY,2026-03-11,2026-03-11,True,,24227.25,2026-03-11 09:30:00+05:30,24200.0,24250.0
NIFTY,2026-03-18,2026-03-18,True,,23732.2,2026-03-18 09:30:00+05:30,23700.0,23750.0
NIFTY,2026-03-25,2026-03-25,True,,23219.5,2026-03-25 09:30:00+05:30,23200.0,23250.0
NIFTY,2026-04-01,2026-04-01,True,,22911.45,2026-04-01 09:30:00+05:30,22900.0,22950.0
NIFTY,2026-04-08,2026-04-08,True,,23897.9,2026-04-08 09:30:00+05:30,23850.0,23900.0
NIFTY,2026-04-15,2026-04-15,True,,24183.25,2026-04-15 09:30:00+05:30,24150.0,24200.0
NIFTY,2026-04-22,2026-04-22,True,,24440.7,2026-04-22 09:30:00+05:30,24400.0,24450.0
NIFTY,2026-04-29,2026-04-29,True,,24118.2,2026-04-29 09:30:00+05:30,24100.0,24150.0
NIFTY,2026-05-06,2026-05-06,True,,24175.15,2026-05-06 09:30:00+05:30,24150.0,24200.0
NIFTY,2026-05-13,2026-05-13,True,,23385.0,2026-05-13 09:30:00+05:30,23350.0,23400.0
NIFTY,2026-05-20,2026-05-20,True,,23489.05,2026-05-20 09:30:00+05:30,23450.0,23500.0
NIFTY,2026-05-27,2026-05-27,True,,23893.85,2026-05-27 09:30:00+05:30,23850.0,23900.0
